file,cortar_extremidades,pre_processamento,contaminacao,best_n_components,rmse_cal,rmsecv,rmse_test,RPD,RER,r2_cal,r2_cv,r2_test,start_index,end_index
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,6,7.81,8.26,7.32,4.58,13.66,0.94,0.93,0.95,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,9,7.88,8.23,9.28,3.66,10.77,0.95,0.94,0.93,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.1,6,7.71,8.76,8.24,4.03,12.13,0.94,0.93,0.94,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,6,7.81,8.26,7.32,4.58,13.66,0.94,0.93,0.95,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.2,10,7.46,8.43,8.4,3.93,11.91,0.95,0.93,0.94,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.09,10,9.17,9.46,7.45,4.56,13.41,0.93,0.91,0.95,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,10,8.19,9.06,9.8,3.45,10.21,0.94,0.92,0.92,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.13,5,8.28,8.92,8.45,3.77,11.84,0.93,0.91,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.0,10,8.11,8.82,11.27,3.01,8.87,0.94,0.93,0.9,80,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.18,10,12.12,14.81,13.08,2.53,7.65,0.86,0.78,0.85,0,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.06,3,31.25,32.4,33.32,1.01,3.0,0.09,0.01,0.1,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,6,31.1,32.59,40.09,0.85,2.49,0.14,0.04,-0.32,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.03,9,26.89,30.51,37.47,0.91,2.67,0.34,0.14,-0.11,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.06,8,7.11,7.65,8.89,3.78,11.25,0.95,0.94,0.93,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,5,8.72,8.89,8.34,4.01,11.99,0.93,0.91,0.94,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.09,7,9.25,9.4,7.6,4.47,13.16,0.93,0.91,0.95,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.1,10,8.73,9.67,7.91,4.3,12.65,0.93,0.91,0.95,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.2,5,7.49,8.2,8.6,3.82,11.62,0.95,0.93,0.94,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,9,7.88,8.23,9.28,3.66,10.77,0.95,0.94,0.93,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.13,5,8.28,8.92,8.45,3.77,11.84,0.93,0.91,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,10,7.85,8.81,9.67,3.48,10.34,0.95,0.92,0.92,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.06,8,7.55,8.2,7.43,4.51,13.46,0.95,0.93,0.95,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.06,3,31.25,32.4,33.32,1.01,3.0,0.09,0.01,0.1,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,10,6.71,7.92,10.81,3.14,9.25,0.96,0.94,0.9,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,1,33.43,34.51,35.01,0.97,2.86,0.01,-0.07,-0.01,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.09,7,9.25,9.4,7.6,4.47,13.16,0.93,0.91,0.95,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.1,10,8.73,9.67,7.91,4.3,12.65,0.93,0.91,0.95,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.07,9,7.96,8.37,9.93,3.42,10.07,0.94,0.93,0.92,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.04,10,8.69,9.58,10.16,3.34,9.84,0.93,0.91,0.92,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.14,6,8.64,9.54,10.19,3.18,9.81,0.93,0.91,0.9,50,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.13,9,8.61,9.65,8.29,4.08,12.06,0.93,0.92,0.94,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,9,6.72,7.43,10.91,3.11,9.16,0.96,0.94,0.9,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,5,10.09,10.76,8.83,3.76,11.32,0.9,0.88,0.93,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,8.24,8.88,11.03,3.09,9.07,0.94,0.92,0.9,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.09,6,28.0,29.68,30.11,1.13,3.32,0.32,0.23,0.22,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.07,6,13.47,14.08,12.94,2.64,7.73,0.84,0.83,0.86,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,1,33.43,34.51,35.01,0.97,2.86,0.01,-0.07,-0.01,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.05,7,8.44,9.32,6.85,4.9,14.6,0.94,0.92,0.96,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,10,8.73,9.67,7.91,4.3,12.65,0.93,0.91,0.95,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,9,10.17,10.76,8.31,4.09,12.03,0.91,0.89,0.94,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.13,6,8.22,9.02,8.17,3.93,12.23,0.93,0.91,0.94,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.04,10,8.89,9.25,7.93,4.27,12.61,0.93,0.91,0.95,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.14,5,8.38,8.81,8.4,3.8,11.9,0.93,0.92,0.93,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,8.24,8.88,11.03,3.09,9.07,0.94,0.92,0.9,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.07,6,13.47,14.08,12.94,2.64,7.73,0.84,0.83,0.86,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.09,6,28.0,29.68,30.11,1.13,3.32,0.32,0.23,0.22,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.09,8,8.32,8.86,8.81,3.85,11.35,0.94,0.92,0.93,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.01,9,8.46,10.39,10.58,3.2,9.45,0.94,0.9,0.91,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,7,14.48,15.23,16.22,2.09,6.16,0.81,0.79,0.78,50,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,6,6.07,6.57,10.26,3.24,9.74,0.97,0.96,0.9,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.03,5,8.76,9.35,8.48,3.99,11.8,0.93,0.91,0.95,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.2,4,23.44,24.02,24.98,1.38,4.0,0.52,0.49,0.5,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,10,7.62,8.47,8.91,3.82,11.23,0.95,0.93,0.94,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.04,10,8.89,9.25,7.93,4.27,12.61,0.93,0.91,0.95,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.03,5,8.76,9.35,8.48,3.99,11.8,0.93,0.91,0.95,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.13,10,8.32,9.45,10.01,3.36,9.99,0.94,0.92,0.91,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,5,8.64,9.25,7.63,4.29,13.11,0.93,0.92,0.95,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,6,7.87,8.44,8.42,3.91,11.87,0.94,0.92,0.94,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.01,9,8.46,10.39,10.58,3.2,9.45,0.94,0.9,0.91,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.06,10,8.24,8.88,11.03,3.09,9.07,0.94,0.92,0.9,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.12,7,12.4,13.13,12.26,2.77,8.16,0.87,0.85,0.87,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.2,4,23.44,24.02,24.98,1.38,4.0,0.52,0.49,0.5,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,7,14.48,15.23,16.22,2.09,6.16,0.81,0.79,0.78,50,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.09,6,28.0,29.68,30.11,1.13,3.32,0.32,0.23,0.22,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.19,9,12.28,13.72,17.0,2.0,5.88,0.87,0.83,0.76,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.08,7,14.16,15.0,15.61,2.17,6.4,0.83,0.8,0.78,40,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,7,7.51,8.59,12.23,2.71,8.18,0.95,0.93,0.86,50,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.17,8,25.73,30.25,31.2,1.05,3.21,0.41,0.16,0.01,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.04,10,8.89,9.25,7.93,4.27,12.61,0.93,0.91,0.95,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,6,31.1,32.59,40.09,0.85,2.49,0.14,0.04,-0.32,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,5,10.73,11.61,7.93,4.21,12.61,0.89,0.86,0.95,50,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,5,8.31,8.84,8.42,3.98,11.88,0.94,0.92,0.94,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.12,8,9.23,9.36,9.37,3.63,10.67,0.93,0.92,0.92,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.06,8,8.7,10.72,10.17,3.3,9.83,0.93,0.89,0.91,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,6,14.8,15.67,17.17,1.97,5.82,0.8,0.78,0.75,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,7,14.48,15.23,16.22,2.09,6.16,0.81,0.79,0.78,50,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.08,7,14.16,15.0,15.61,2.17,6.4,0.83,0.8,0.78,40,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.13,8,7.27,7.93,10.77,3.11,9.29,0.95,0.94,0.9,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.2,4,23.44,24.02,24.98,1.38,4.0,0.52,0.49,0.5,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,8,8.74,9.27,8.29,3.92,12.07,0.93,0.9,0.93,50,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,9,9.4,9.68,7.13,4.77,14.03,0.92,0.9,0.96,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,6,7.42,8.48,8.06,4.15,12.4,0.95,0.92,0.94,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.12,9,9.24,9.3,10.14,3.35,9.86,0.93,0.92,0.91,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.02,10,7.46,7.72,8.86,3.82,11.29,0.95,0.94,0.94,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.1,8,13.19,14.42,16.34,2.07,6.12,0.85,0.81,0.77,40,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,8,8.08,8.7,8.51,3.99,11.75,0.94,0.93,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,9,9.76,10.12,8.81,3.85,11.35,0.92,0.9,0.93,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,6,7.72,8.2,8.47,3.94,11.81,0.94,0.93,0.94,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.02,10,7.46,7.72,8.86,3.82,11.29,0.95,0.94,0.94,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,8,8.08,8.7,8.51,3.99,11.75,0.94,0.93,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,9,9.76,10.12,8.81,3.85,11.35,0.92,0.9,0.93,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.12,9,9.24,9.3,10.14,3.35,9.86,0.93,0.92,0.91,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.13,9,6.93,7.63,9.42,3.51,10.62,0.95,0.94,0.92,80,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.05,10,8.8,9.98,9.65,3.52,10.36,0.93,0.91,0.92,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.02,10,8.45,9.0,8.04,4.22,12.44,0.94,0.92,0.95,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.09,6,8.2,8.49,6.03,5.57,16.58,0.94,0.92,0.97,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,8,8.08,8.7,8.51,3.99,11.75,0.94,0.93,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,9,9.76,10.12,8.81,3.85,11.35,0.92,0.9,0.93,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.13,9,6.93,7.63,9.42,3.51,10.62,0.95,0.94,0.92,80,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.05,10,8.8,9.98,9.65,3.52,10.36,0.93,0.91,0.92,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.12,9,9.24,9.3,10.14,3.35,9.86,0.93,0.92,0.91,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.18,6,13.31,14.03,13.06,2.64,7.66,0.85,0.82,0.86,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,9,8.8,9.72,10.62,3.2,9.41,0.93,0.91,0.91,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.02,6,8.3,9.0,8.4,4.03,11.9,0.94,0.93,0.94,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,8,8.06,8.58,8.78,3.86,11.39,0.94,0.93,0.94,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.13,6,29.2,31.07,32.34,1.08,3.09,0.29,0.17,0.15,20,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,9,9.51,10.13,10.07,3.37,9.93,0.92,0.9,0.92,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.18,7,7.86,7.96,8.55,3.9,11.7,0.94,0.93,0.94,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,9,7.26,7.44,9.61,3.46,10.41,0.95,0.94,0.92,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,4,31.32,32.76,31.27,1.09,3.2,0.16,0.07,0.17,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,3,30.67,32.14,29.91,1.14,3.34,0.19,0.08,0.23,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.17,9,13.19,15.1,15.51,2.16,6.45,0.85,0.79,0.78,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.01,8,8.06,8.58,8.78,3.86,11.39,0.94,0.93,0.94,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,10,8.61,10.07,10.92,3.12,9.15,0.93,0.91,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.18,8,7.37,7.68,9.35,3.56,10.7,0.95,0.94,0.93,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,3,30.67,32.14,29.91,1.14,3.34,0.19,0.08,0.23,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,9,7.26,7.44,9.61,3.46,10.41,0.95,0.94,0.92,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,4,31.32,32.76,31.27,1.09,3.2,0.16,0.07,0.17,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,8,11.72,12.31,13.84,2.45,7.23,0.88,0.86,0.84,20,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,6,6.71,7.69,10.54,3.16,9.48,0.96,0.94,0.9,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.16,8,16.8,18.95,18.21,1.88,5.49,0.76,0.68,0.72,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,9,7.26,7.44,9.61,3.46,10.41,0.95,0.94,0.92,50,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,10,8.61,10.07,10.92,3.12,9.15,0.93,0.91,0.9,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.11,9,7.12,7.7,11.08,3.06,9.03,0.96,0.94,0.9,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,8,11.72,12.31,13.84,2.45,7.23,0.88,0.86,0.84,20,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.17,9,12.07,13.37,12.74,2.66,7.85,0.88,0.84,0.85,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,6,27.47,30.31,33.18,1.03,3.01,0.34,0.19,0.09,50,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.06,10,6.1,6.51,9.3,3.61,10.75,0.97,0.95,0.93,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.06,9,12.59,13.83,14.08,2.41,7.1,0.86,0.82,0.84,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,7,28.94,32.09,36.3,0.93,2.76,0.24,0.07,-0.13,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.06,7,7.04,6.97,8.12,4.12,12.31,0.95,0.94,0.94,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,10,7.26,7.9,8.95,3.72,11.17,0.95,0.94,0.93,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.11,10,6.71,7.92,10.81,3.14,9.25,0.96,0.94,0.9,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.07,10,13.27,16.81,14.09,2.4,7.1,0.84,0.74,0.83,0,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.17,9,12.07,13.37,12.74,2.66,7.85,0.88,0.84,0.85,70,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,10,8.03,9.28,9.54,3.53,10.48,0.94,0.92,0.93,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,10,8.61,9.26,8.18,4.16,12.23,0.94,0.92,0.94,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.06,9,12.59,13.83,14.08,2.41,7.1,0.86,0.82,0.84,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,7,28.3,31.7,31.41,1.09,3.18,0.3,0.11,0.18,40,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,9,7.04,8.73,7.34,4.61,13.63,0.96,0.93,0.95,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,9,9.72,10.78,9.27,3.67,10.78,0.92,0.9,0.92,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.07,7,28.94,32.09,36.3,0.93,2.76,0.24,0.07,-0.13,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.01,8,17.92,20.17,19.01,1.79,5.26,0.72,0.64,0.7,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.08,9,7.14,7.87,7.76,4.29,12.88,0.95,0.94,0.95,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,10,8.61,9.26,8.18,4.16,12.23,0.94,0.92,0.94,50,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,10,9.21,10.25,10.51,3.23,9.51,0.92,0.9,0.91,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.01,9,7.83,9.66,11.05,3.07,9.05,0.95,0.92,0.9,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.15,10,8.09,9.05,8.88,3.77,11.26,0.94,0.92,0.94,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.17,8,7.46,7.93,8.34,3.99,11.99,0.95,0.94,0.94,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,13.59,14.43,14.81,2.31,6.75,0.84,0.81,0.82,70,210
