file,cortar_extremidades,pre_processamento,contaminacao,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,seed_accuracy_max,sensibility_mean,sensibility_std,sensibility_min,sensibility_max,specificity_mean,specificity_std,specificity_min,specificity_max,start_index,end_index
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.12,0.97,0.01,0.94,0.98,3,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.02,0.97,0.01,0.94,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,0.96,0.01,0.94,0.98,5,0.57,0.1,0.49,0.83,0.57,0.1,0.49,0.83,10,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.2,0.95,0.01,0.93,0.97,9,0.59,0.12,0.49,0.86,0.59,0.12,0.49,0.86,20,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,0.96,0.01,0.93,0.97,2,0.6,0.09,0.5,0.74,0.6,0.09,0.5,0.74,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.15,0.96,0.01,0.94,0.98,3,0.55,0.06,0.5,0.67,0.55,0.06,0.5,0.67,10,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,0.96,0.01,0.94,0.98,7,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.16,0.96,0.01,0.93,0.97,3,0.5,0.0,0.49,0.5,0.5,0.0,0.49,0.5,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,0.96,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.05,0.97,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.04,0.96,0.01,0.95,0.98,3,0.52,0.03,0.5,0.6,0.52,0.03,0.5,0.6,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,0.96,0.01,0.94,0.98,3,0.51,0.03,0.5,0.58,0.51,0.03,0.5,0.58,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.08,0.97,0.01,0.94,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.02,0.97,0.01,0.94,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.02,0.96,0.01,0.94,0.99,5,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.03,0.97,0.01,0.95,0.98,5,0.51,0.03,0.5,0.6,0.51,0.03,0.5,0.6,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.04,0.96,0.01,0.95,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,0.96,0.01,0.94,0.98,5,0.57,0.1,0.49,0.83,0.57,0.1,0.49,0.83,10,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,0.96,0.01,0.94,0.98,5,0.55,0.05,0.5,0.62,0.55,0.05,0.5,0.62,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.13,0.96,0.01,0.94,0.97,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,0.96,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.03,0.97,0.01,0.95,0.98,5,0.52,0.04,0.49,0.6,0.52,0.04,0.49,0.6,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,0.96,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.04,0.96,0.01,0.95,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.16,0.96,0.01,0.93,0.97,3,0.5,0.0,0.49,0.5,0.5,0.0,0.49,0.5,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,0.96,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.05,0.97,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,0.96,0.01,0.94,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.02,0.96,0.01,0.94,0.99,5,0.51,0.03,0.5,0.57,0.51,0.03,0.5,0.57,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.07,0.96,0.01,0.95,0.98,5,0.5,0.02,0.49,0.55,0.5,0.02,0.49,0.55,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,0.96,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.16,0.97,0.01,0.95,0.99,3,0.54,0.08,0.5,0.74,0.54,0.08,0.5,0.74,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,0.96,0.01,0.94,0.99,5,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,0.96,0.01,0.95,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,100,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.17,0.96,0.01,0.93,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,60,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.05,0.96,0.01,0.94,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.19,0.96,0.01,0.93,0.98,6,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,0.97,0.01,0.94,0.98,5,0.57,0.09,0.49,0.79,0.57,0.09,0.49,0.79,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,0.96,0.01,0.94,0.98,3,0.53,0.05,0.5,0.62,0.53,0.05,0.5,0.62,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,0.96,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,0.96,0.01,0.95,0.97,3,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.16,0.96,0.01,0.93,0.98,7,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,80,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.05,0.97,0.01,0.95,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.15,0.96,0.01,0.93,0.99,3,0.61,0.09,0.49,0.75,0.61,0.09,0.49,0.75,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,0.96,0.01,0.94,0.99,5,0.55,0.08,0.5,0.75,0.55,0.08,0.5,0.75,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,0.96,0.01,0.94,0.98,5,0.55,0.05,0.5,0.62,0.55,0.05,0.5,0.62,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.14,0.96,0.01,0.94,0.97,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,120
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.14,0.96,0.01,0.94,0.97,3,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,0.96,0.01,0.95,0.97,3,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.16,0.98,0.01,0.96,1.0,3,0.66,0.15,0.5,1.0,0.66,0.15,0.5,1.0,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,0.96,0.01,0.93,0.97,5,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.03,0.96,0.01,0.95,0.98,3,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,0.96,0.01,0.94,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,30,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.17,0.96,0.01,0.93,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.05,0.96,0.01,0.95,0.98,7,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.17,0.98,0.01,0.95,0.99,3,0.56,0.15,0.5,1.0,0.56,0.15,0.5,1.0,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.16,0.96,0.01,0.93,0.97,3,0.56,0.06,0.5,0.66,0.56,0.06,0.5,0.66,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.17,0.98,0.01,0.95,0.99,3,0.54,0.08,0.5,0.75,0.54,0.08,0.5,0.75,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,0.97,0.01,0.95,0.99,5,0.58,0.07,0.49,0.7,0.58,0.07,0.49,0.7,60,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,0.97,0.01,0.94,0.98,5,0.54,0.06,0.49,0.67,0.54,0.06,0.49,0.67,10,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.18,0.96,0.01,0.93,0.98,5,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.05,0.97,0.01,0.95,0.98,5,0.55,0.05,0.5,0.66,0.55,0.05,0.5,0.66,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,0.96,0.01,0.95,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.19,0.96,0.01,0.93,0.97,3,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.17,0.96,0.01,0.93,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.09,0.96,0.01,0.95,0.97,3,0.5,0.02,0.49,0.55,0.5,0.02,0.49,0.55,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.02,0.96,0.01,0.94,0.98,5,0.51,0.03,0.49,0.58,0.51,0.03,0.49,0.58,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.05,0.96,0.01,0.95,0.98,5,0.5,0.02,0.5,0.55,0.5,0.02,0.5,0.55,0,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.18,0.97,0.01,0.95,0.98,5,0.54,0.06,0.49,0.66,0.54,0.06,0.49,0.66,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.09,0.96,0.01,0.94,0.98,3,0.51,0.03,0.5,0.58,0.51,0.03,0.5,0.58,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,0.96,0.01,0.93,0.97,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.03,0.97,0.01,0.95,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.95,0.01,0.93,0.98,5,0.51,0.04,0.49,0.62,0.51,0.04,0.49,0.62,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.97,3,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.95,0.01,0.93,0.98,5,0.51,0.04,0.49,0.62,0.51,0.04,0.49,0.62,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.09,0.96,0.01,0.94,0.98,3,0.52,0.05,0.5,0.62,0.52,0.05,0.5,0.62,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.17,0.96,0.01,0.93,0.97,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.94,0.98,3,0.52,0.03,0.5,0.58,0.52,0.03,0.5,0.58,60,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.02,0.96,0.01,0.94,0.99,5,0.53,0.08,0.5,0.75,0.53,0.08,0.5,0.75,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.08,0.96,0.01,0.95,0.98,5,0.5,0.02,0.49,0.55,0.5,0.02,0.49,0.55,10,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.94,0.98,5,0.51,0.03,0.5,0.57,0.51,0.03,0.5,0.57,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.19,0.96,0.01,0.93,0.98,3,0.52,0.05,0.5,0.62,0.52,0.05,0.5,0.62,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.98,0.01,0.95,0.99,3,0.65,0.11,0.49,0.83,0.65,0.11,0.49,0.83,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.08,0.96,0.01,0.95,0.98,7,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,60,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,5,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,10,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,0.96,0.01,0.95,0.98,5,0.5,0.02,0.5,0.55,0.5,0.02,0.5,0.55,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.05,0.97,0.01,0.95,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.19,0.96,0.01,0.93,0.97,3,0.51,0.03,0.49,0.58,0.51,0.03,0.49,0.58,20,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.19,0.97,0.02,0.94,0.99,1,0.66,0.11,0.5,0.8,0.66,0.11,0.5,0.8,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.96,0.01,0.93,0.97,5,0.51,0.03,0.5,0.6,0.51,0.03,0.5,0.6,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.94,0.98,5,0.51,0.03,0.5,0.57,0.51,0.03,0.5,0.57,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,5,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,10,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,0.96,0.01,0.95,0.98,5,0.5,0.02,0.5,0.55,0.5,0.02,0.5,0.55,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.05,0.97,0.01,0.95,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.14,0.96,0.01,0.94,0.97,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.17,0.97,0.01,0.94,0.99,3,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.1,0.96,0.01,0.94,0.98,7,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.17,0.97,0.01,0.95,0.99,3,0.64,0.12,0.49,0.83,0.64,0.12,0.49,0.83,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.98,0.01,0.96,0.99,3,0.7,0.13,0.49,0.99,0.7,0.13,0.49,0.99,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.1,0.96,0.01,0.94,0.98,7,0.52,0.04,0.5,0.62,0.52,0.04,0.5,0.62,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.94,0.98,5,0.51,0.03,0.5,0.57,0.51,0.03,0.5,0.57,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,5,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,10,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,0.96,0.01,0.95,0.98,3,0.5,0.02,0.5,0.55,0.5,0.02,0.5,0.55,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.12,0.96,0.01,0.94,0.98,7,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.14,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.05,0.97,0.01,0.95,0.98,3,0.52,0.04,0.5,0.61,0.52,0.04,0.5,0.61,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.18,0.98,0.01,0.96,0.99,3,0.7,0.13,0.49,0.99,0.7,0.13,0.49,0.99,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.17,0.97,0.01,0.95,0.99,3,0.64,0.12,0.49,0.83,0.64,0.12,0.49,0.83,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.12,0.96,0.01,0.94,0.98,7,0.51,0.04,0.5,0.62,0.51,0.04,0.5,0.62,70,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.1,0.96,0.01,0.95,0.98,3,0.51,0.02,0.5,0.57,0.51,0.02,0.5,0.57,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,3,0.52,0.03,0.5,0.57,0.52,0.03,0.5,0.57,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.05,0.97,0.01,0.95,0.99,5,0.59,0.08,0.49,0.75,0.59,0.08,0.49,0.75,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,5,0.51,0.02,0.5,0.56,0.51,0.02,0.5,0.56,10,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.06,0.96,0.01,0.95,0.98,3,0.5,0.02,0.5,0.55,0.5,0.02,0.5,0.55,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.14,0.96,0.01,0.94,0.97,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.08,0.96,0.01,0.94,0.98,5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo,0.1,0.96,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,30,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.14,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.17,0.97,0.01,0.95,0.99,3,0.64,0.12,0.49,0.83,0.64,0.12,0.49,0.83,30,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.12,0.97,0.01,0.94,0.99,3,0.53,0.05,0.5,0.62,0.53,0.05,0.5,0.62,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.95,0.98,3,0.52,0.03,0.5,0.57,0.52,0.03,0.5,0.57,60,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.07,0.96,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,80,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.08,0.96,0.01,0.95,0.98,3,0.52,0.04,0.49,0.62,0.52,0.04,0.49,0.62,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.03,0.96,0.01,0.94,0.98,5,0.51,0.03,0.5,0.57,0.51,0.03,0.5,0.57,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2,0.12,0.97,0.01,0.94,0.98,3,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,210
