file,cortar_extremidades,pre_processamento,contaminacao,best_n_components,rmse_cal,rmsecv,rmse_test,RPD,RER,r2_cal,r2_cv,r2_test,start_index,end_index
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.11,10,17.38,20.44,19.96,1.71,5.01,0.73,0.62,0.67,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + msc,0.08,1,33.54,34.57,34.05,1.0,2.94,0.03,-0.04,-0.01,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.14,1,35.43,35.98,35.21,1.01,2.84,0.0,-0.04,0.01,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2,0.14,7,7.7,9.41,10.32,3.21,9.69,0.95,0.92,0.9,0,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,5,24.12,25.28,28.65,1.2,3.49,0.5,0.45,0.3,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2,0.03,7,8.13,9.62,8.94,3.79,11.19,0.94,0.91,0.94,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.09,9,8.13,10.14,9.07,3.71,11.02,0.94,0.9,0.93,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.13,3,28.16,30.92,36.61,0.93,2.73,0.3,0.14,-0.13,50,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2,0.14,6,8.58,9.56,9.49,3.5,10.54,0.93,0.91,0.92,0,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,9.6,10.54,11.95,2.8,8.37,0.92,0.89,0.88,20,140
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.13,8,14.07,15.08,15.76,2.11,6.35,0.82,0.78,0.77,30,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.11,10,17.38,20.44,19.96,1.71,5.01,0.73,0.62,0.67,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + msc,0.16,5,24.12,25.28,28.65,1.2,3.49,0.5,0.45,0.3,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.05,7,12.4,12.95,13.93,2.44,7.18,0.86,0.85,0.84,10,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2,0.09,5,8.59,9.0,7.64,4.36,13.09,0.93,0.91,0.95,20,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.03,10,7.83,10.3,10.61,3.2,9.43,0.94,0.9,0.91,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.03,6,12.4,13.53,14.98,2.27,6.67,0.86,0.83,0.82,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,8.28,9.12,10.35,3.22,9.67,0.94,0.91,0.91,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.13,7,12.39,13.25,14.39,2.33,6.95,0.86,0.84,0.82,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.11,4,13.63,14.29,13.45,2.57,7.44,0.84,0.82,0.85,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.05,4,11.88,12.54,12.45,2.77,8.03,0.88,0.86,0.88,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.07,5,15.39,15.92,15.05,2.28,6.64,0.8,0.78,0.81,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2,0.16,7,8.05,9.26,10.17,3.18,9.83,0.94,0.91,0.91,50,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.17,7,14.17,15.15,14.35,2.34,6.97,0.83,0.78,0.81,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.05,5,13.08,14.29,12.65,2.7,7.91,0.85,0.82,0.87,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,7.25,7.74,6.77,4.93,14.78,0.95,0.94,0.96,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + snv,0.11,4,13.63,14.29,13.45,2.57,7.44,0.84,0.82,0.85,50,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.07,5,15.39,15.92,15.05,2.28,6.64,0.8,0.78,0.81,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + msc,0.08,2,31.9,32.62,32.54,1.02,3.07,0.09,0.03,0.02,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,8.46,9.79,10.31,3.29,9.7,0.94,0.91,0.91,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + msc,0.19,1,32.76,33.45,33.16,1.04,3.02,0.08,0.02,0.09,30,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,7.25,7.74,6.77,4.93,14.78,0.95,0.94,0.96,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2,0.16,7,8.05,9.26,10.17,3.18,9.83,0.94,0.91,0.91,50,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + snv,0.05,6,11.22,12.62,12.89,2.67,7.76,0.89,0.86,0.87,90,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,8.09,9.27,9.87,3.44,10.13,0.94,0.92,0.92,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.17,7,13.44,14.23,14.5,2.3,6.89,0.84,0.81,0.8,50,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.58,15.59,14.89,2.3,6.71,0.81,0.78,0.83,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + msc,0.08,2,31.9,32.62,32.54,1.02,3.07,0.09,0.03,0.02,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.09,9,7.25,7.74,6.77,4.93,14.78,0.95,0.94,0.96,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,8.09,9.27,9.87,3.44,10.13,0.94,0.92,0.92,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + smo,0.1,10,8.59,9.48,7.89,4.32,12.67,0.94,0.92,0.95,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.58,15.59,14.89,2.3,6.71,0.81,0.78,0.83,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + snv,0.18,4,12.95,13.73,16.34,2.14,6.12,0.86,0.83,0.8,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.01,10,8.83,9.73,10.1,3.36,9.9,0.93,0.91,0.92,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.06,7,14.31,15.02,15.89,2.13,6.29,0.81,0.78,0.8,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.19,7,22.47,24.65,28.61,1.16,3.5,0.51,0.4,0.33,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + snv,0.13,6,14.71,15.59,14.18,2.42,7.05,0.82,0.79,0.83,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.1,7,6.54,6.85,8.79,3.78,11.38,0.96,0.95,0.94,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + smo,0.09,9,8.97,9.33,7.2,4.73,13.89,0.93,0.91,0.96,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,8.09,9.27,9.87,3.44,10.13,0.94,0.92,0.92,20,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc,0.01,10,8.83,9.73,10.1,3.36,9.9,0.93,0.91,0.92,70,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.58,15.59,14.89,2.3,6.71,0.81,0.78,0.83,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + snv,0.13,6,14.71,15.59,14.18,2.42,7.05,0.82,0.79,0.83,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + snv,0.06,5,12.16,13.07,13.67,2.51,7.32,0.87,0.84,0.85,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.18,7,13.35,14.05,13.25,2.58,7.55,0.84,0.82,0.86,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.16,8,23.45,26.55,27.34,1.22,3.66,0.51,0.36,0.33,90,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.04,5,28.88,32.23,35.38,0.96,2.83,0.22,0.02,0.04,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + smo,0.09,9,8.97,9.33,7.2,4.73,13.89,0.93,0.91,0.96,40,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.1,7,6.54,6.85,8.79,3.78,11.38,0.96,0.95,0.94,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.15,6,7.09,8.4,12.92,2.53,7.74,0.95,0.93,0.85,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,7.97,9.13,10.32,3.29,9.69,0.94,0.92,0.91,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.06,7,14.31,15.02,15.89,2.13,6.29,0.81,0.78,0.8,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + snv,0.18,4,12.95,13.73,16.34,2.14,6.12,0.86,0.83,0.8,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.58,15.59,14.89,2.3,6.71,0.81,0.78,0.83,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + snv,0.13,6,14.71,15.59,14.18,2.42,7.05,0.82,0.79,0.83,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + snv,0.02,4,11.73,12.16,11.73,2.91,8.52,0.88,0.86,0.89,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.04,1,31.98,32.62,35.56,0.95,2.81,0.03,-0.02,0.05,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,5,29.49,32.27,33.53,1.02,2.98,0.24,0.07,0.06,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.06,1,33.21,33.86,35.69,0.96,2.8,0.01,-0.04,-0.02,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.03,8,7.77,8.35,7.19,4.72,13.91,0.94,0.93,0.96,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,10,7.09,7.68,8.69,3.86,11.51,0.95,0.93,0.94,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.03,8,7.77,8.35,7.19,4.72,13.91,0.94,0.93,0.96,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.01,10,7.97,9.13,10.32,3.29,9.69,0.94,0.92,0.91,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d2 + snv,0.04,5,14.43,14.99,16.12,2.12,6.21,0.81,0.79,0.81,90,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.15,6,7.09,8.4,12.92,2.53,7.74,0.95,0.93,0.85,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.58,15.59,14.89,2.3,6.71,0.81,0.78,0.83,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + snv,0.13,6,14.71,15.59,14.18,2.42,7.05,0.82,0.79,0.83,20,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.11,10,7.46,8.75,9.76,3.49,10.25,0.95,0.93,0.92,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.06,8,14.33,15.41,15.9,2.12,6.29,0.81,0.77,0.8,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + msc,0.04,4,31.29,32.35,35.89,0.95,2.79,0.07,-0.01,0.04,30,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,5,29.74,32.42,42.24,0.81,2.37,0.22,0.05,-0.47,40,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.06,1,33.21,33.86,35.69,0.96,2.8,0.01,-0.04,-0.02,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,7,7.0,7.29,8.53,3.99,11.72,0.95,0.95,0.94,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.04,6,7.1,7.22,9.3,3.63,10.75,0.95,0.94,0.94,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.2,6,14.05,14.8,14.13,2.42,7.08,0.83,0.8,0.84,10,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo,0.11,10,7.46,8.75,9.76,3.49,10.25,0.95,0.93,0.92,70,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,d2,0.15,8,7.12,9.0,11.14,2.94,8.98,0.95,0.92,0.89,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.19,5,14.09,14.67,15.13,2.27,6.61,0.83,0.81,0.82,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1 + snv,0.04,5,14.72,15.18,17.81,1.92,5.61,0.8,0.79,0.76,20,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.06,8,14.33,15.41,15.9,2.12,6.29,0.81,0.77,0.8,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + snv,0.04,5,10.39,11.06,12.56,2.67,7.96,0.9,0.88,0.88,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.0,6,8.15,8.79,11.18,3.04,8.95,0.94,0.93,0.9,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.06,2,32.84,33.84,35.55,0.96,2.81,0.04,-0.03,-0.01,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,2,32.52,32.96,35.31,0.96,2.83,0.06,0.02,-0.04,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,10,6.52,7.19,8.99,3.76,11.12,0.96,0.94,0.94,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.03,7,7.49,7.96,9.06,3.72,11.03,0.95,0.94,0.94,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.16,8,13.18,14.03,13.83,2.43,7.23,0.85,0.82,0.83,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + snv,0.04,5,9.24,9.8,9.92,3.39,10.08,0.92,0.9,0.92,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.08,8,18.7,20.18,18.74,1.81,5.33,0.7,0.64,0.69,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.2,5,14.89,15.38,12.96,2.66,7.72,0.81,0.79,0.87,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.04,7,14.18,15.11,17.29,1.96,5.78,0.81,0.78,0.77,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.02,8,14.22,15.34,15.73,2.16,6.36,0.82,0.79,0.8,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + d1 + msc,0.06,2,32.84,33.84,35.55,0.96,2.81,0.04,-0.03,-0.01,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,2,32.52,32.96,35.31,0.96,2.83,0.06,0.02,-0.04,40,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.04,10,6.52,7.19,8.99,3.76,11.12,0.96,0.94,0.94,30,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1,0.03,7,7.49,7.96,9.06,3.72,11.03,0.95,0.94,0.94,100,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.2,6,13.9,14.49,16.26,2.09,6.15,0.83,0.81,0.79,40,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + msc,0.13,1,33.4,33.86,34.11,1.0,2.93,0.02,-0.03,0.03,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.16,8,13.18,14.03,13.83,2.43,7.23,0.85,0.82,0.83,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.02,8,14.22,15.34,15.73,2.16,6.36,0.82,0.79,0.8,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.08,7,14.83,16.29,14.59,2.3,6.85,0.8,0.75,0.82,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.04,10,16.72,19.03,22.29,1.52,4.49,0.74,0.66,0.62,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d2,0.02,6,9.82,10.76,10.11,3.35,9.89,0.91,0.89,0.92,40,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.06,10,15.17,17.46,18.83,1.8,5.31,0.79,0.71,0.72,0,130
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + snv,0.16,6,11.89,13.24,14.34,2.4,6.97,0.88,0.85,0.83,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,2,32.78,33.58,34.77,0.97,2.88,0.02,-0.03,0.03,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.18,6,7.64,8.26,10.72,3.07,9.33,0.94,0.93,0.9,70,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.03,7,7.0,7.29,8.53,3.99,11.72,0.95,0.95,0.94,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal,0.15,9,7.64,8.04,9.64,3.47,10.37,0.95,0.94,0.92,110,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.18,6,8.54,9.34,8.56,3.77,11.68,0.93,0.9,0.94,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d2 + snv,0.16,5,12.07,13.06,12.66,2.71,7.9,0.87,0.85,0.87,0,160
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.16,7,13.63,14.47,14.2,2.35,7.04,0.84,0.81,0.81,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + smo + snv,0.08,7,14.83,16.29,14.59,2.3,6.85,0.8,0.75,0.82,20,180
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.02,8,14.22,15.34,15.73,2.16,6.36,0.82,0.79,0.8,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.06,8,13.4,14.16,15.94,2.14,6.27,0.84,0.82,0.8,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.04,10,16.72,19.03,22.29,1.52,4.49,0.74,0.66,0.62,0,110
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + scal + msc,0.13,1,33.4,33.86,34.11,1.0,2.93,0.02,-0.03,0.03,110,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.05,2,32.78,33.58,34.77,0.97,2.88,0.02,-0.03,0.03,0,150
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + snv,0.02,5,15.08,15.7,16.08,2.12,6.22,0.8,0.77,0.79,40,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1,0.18,9,6.4,6.89,7.41,4.29,13.49,0.96,0.93,0.95,30,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.03,6,9.32,10.14,9.01,3.76,11.1,0.92,0.9,0.94,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + snv,0.16,7,13.63,14.47,14.2,2.35,7.04,0.84,0.81,0.81,30,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + smo + d1,0.02,9,8.06,8.74,10.01,3.39,9.99,0.94,0.93,0.92,30,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.17,3,29.05,31.89,30.57,1.12,3.27,0.29,0.14,0.17,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.04,9,13.26,14.61,16.5,2.04,6.06,0.83,0.79,0.79,0,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d1 + msc,0.13,1,33.41,33.77,34.9,0.97,2.87,0.01,-0.01,-0.02,0,230
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + d1 + msc,0.04,1,33.06,33.47,36.81,0.93,2.72,0.01,-0.03,0.0,10,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.05,1,33.09,33.42,35.18,0.97,2.84,0.03,-0.0,-0.01,90,210
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + snv,0.11,7,12.22,12.72,12.43,2.74,8.05,0.87,0.85,0.87,0,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d2 + msc,0.03,6,9.32,10.14,9.01,3.76,11.1,0.92,0.9,0.94,70,200
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,scal + snv,0.04,9,13.26,14.61,16.5,2.04,6.06,0.83,0.79,0.79,0,190
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.17,3,29.05,31.89,30.57,1.12,3.27,0.29,0.14,0.17,40,170
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,smo + d1,0.17,6,8.05,8.34,6.49,4.95,15.4,0.94,0.93,0.96,100,220
/home/barbon/Python/AutoSpectraEngine/auto_spectra_engine/datasets/NIR1.csv,False,mc + d2 + msc,0.05,1,33.09,33.42,35.18,0.97,2.84,0.03,-0.0,-0.01,90,210
